"Data file recorded 2023/8/27  12:31:48"
" time  hx711, qdec3, qdec5, adc8,  adc9, adc10, adc11, adc12, adc13, adc14, adc15"
# Hello World 7/11/23 from main()
# LED0 initialized PA5
# led_init: success. Wait for LED blink
# Starting print thread
# printq access blocked by other thread. msg = # printq test message- hello from main.c 
# Clock cycles per second 96000000
 # End DAC init. Using PA4. DAC_MAX=4095 and DAC channel 1
# End ADC init PB0 PB1 PC0 PC1 PC2 PC3 PC4 PC5
# End PWM init. TIM1 PA8 PA9 PA10 PA11, TIM4 PB6 PB7 PB8 PB9, PWM13 PA6, PWM14 PA7
# End HX711 init TIM2 Ch4 PB2 as PD_SCK and PB5 as DOUT input
# End qdec inputs init. TIM3 PC6 PC7, TIM5 PA0 PA1 (32 bit)
# Starting heartbeat thread
# Starting uart input thread
# Starting hx711 thread
# Starting control thread
# Starting print_state thread
# Starting uart input thread: at tick 0.331803 
 # Starting hx711_thread
 # Starting print_state thread: at tick 32501203 (5000 ms PRNWAIT)
 #      t=,    hx711, qdec3, qdec5, adc8,  adc9, adc10, adc11, adc12, adc13, adc14, adc15  
  122.4339,        0,     0,     0, 1460,  1299,  1709,  1698,  1885,  2744,  2091,  2091
  122.5362,        0,     0,     0, 1329,  1073,  1335,  1353,  1372,  2570,  1849,  1849
  122.6375,        0,     0,     0, 1240,  1112,  1039,  1025,   965,  2152,  1574,  1574
  122.7389,        0,     0,     0,  994,   776,   740,   768,   589,  1029,  1029,  1029
  122.8413,        0,     0,     0, 1071,  1174,  1050,  1016,   932,   571,   908,   908
  122.9426,        0,     0,     0, 1062,  1088,  1076,  1076,  1070,   606,   926,   926
  123.0438,        0,     0,     0,  953,   982,  1046,  1061,  1071,   610,   870,   870
  123.1463,        0,     0,     0,  957,  1024,  1036,  1052,  1089,   613,   912,   912
  123.2477,        0,     0,     0,  920,   969,  1007,  1053,  1095,   634,   886,   886
  123.3500,        0,     0,     0, 1000,   835,  1247,  1285,  1407,  1100,   937,   937
  123.4515,        0,     0,     0, 1230,  1050,  1609,  1620,  1895,  2429,  1637,  1637
  123.5527,        0,     0,     0, 1482,  1272,  1749,  1730,  1882,  2745,  2043,  2043
  123.6540,        0,     0,     0, 1480,  1479,  1552,  1467,  1506,  2621,  2139,  2139
  123.7564,        0,     0,     0, 1298,  1114,  1091,  1057,   940,  2054,  1822,  1822
  123.8577,        0,     0,     0,  963,   777,   708,   772,   569,   924,  1021,  1021
  123.9591,        0,     0,     0,  922,   736,   764,   818,   717,   531,   808,   808
  124.0615,        0,     0,     0,  946,   797,  1017,  1079,  1075,   608,   845,   845
  124.1628,        0,     0,     0, 1014,   914,  1060,  1117,  1148,   648,   915,   915
  124.2642,        0,     0,     0, 1027,  1053,  1052,  1085,  1134,   644,   915,   915
  124.3666,        0,     0,     0, 1034,  1089,  1091,  1120,  1147,   655,   937,   937
  124.4680,        0,     0,     0, 1051,   932,  1123,  1151,  1204,   735,  1000,  1000
  124.5693,        0,     0,     0, 1293,  1333,  1601,  1514,  1724,  1721,  1505,  1505
  124.6717,        0,     0,     0, 1432,  1452,  1688,  1624,  1755,  2707,  2129,  2129
  124.7742,        0,     0,     0, 1405,  1237,  1338,  1314,  1272,  2538,  2080,  2080
  124.8755,        0,     0,     0, 1130,   924,   904,   896,   776,  1769,  1518,  1518
  124.9780,        0,     0,     0, 1038,  1064,   827,   872,   749,   548,   990,   990
  125.0793,        0,     0,     0,  967,   980,   980,  1002,   979,   598,   829,   829
  125.1817,        0,     0,     0,  999,  1027,  1048,  1088,  1102,   628,   880,   880
  125.2831,        0,     0,     0,  953,   845,  1069,  1108,  1146,   645,   859,   859
  125.3855,        0,     0,     0,  884,   762,  1012,  1064,  1099,   637,   874,   874
  125.4869,        0,     0,     0,  920,   917,  1033,  1074,  1148,   710,   792,   792
  125.5882,        0,     0,     0, 1248,  1262,  1596,  1533,  1710,  1680,  1356,  1356
  125.6906,        0,     0,     0, 1459,  1257,  1688,  1643,  1785,  2719,  2051,  2051
  125.7920,        0,     0,     0, 1409,  1198,  1440,  1411,  1423,  2567,  2016,  2016
  125.8933,        0,     0,     0, 1311,  1137,  1220,  1215,  1184,  2486,  2013,  2013
  125.9958,        0,     0,     0, 1042,   999,   724,   770,   543,   609,  1018,  1018
  126.0971,        0,     0,     0,  950,   951,   848,   897,   799,   537,   812,   812
  126.1984,        0,     0,     0, 1004,  1010,  1016,  1053,  1032,   585,   846,   846
  126.3009,        0,     0,     0,  972,   841,  1032,  1081,  1108,   626,   853,   853
  126.4022,        0,     0,     0,  982,  1048,  1042,  1065,  1117,   630,   772,   772
  126.5047,        0,     0,     0,  899,   777,   971,  1062,  1113,   640,   844,   844
  126.6060,        0,     0,     0,  994,   822,  1100,  1136,  1244,   821,   854,   854
  126.7073,        0,     0,     0, 1296,  1292,  1596,  1555,  1776,  1934,  1517,  1517
  126.8098,        0,     0,     0, 1407,  1391,  1627,  1553,  1641,  2651,  2007,  2007
  126.9122,        0,     0,     0, 1265,  1066,  1214,  1176,  1142,  2491,  1883,  1883
  127.0136,        0,     0,     0, 1184,  1131,   918,   898,   699,  1448,  1435,  1435
  127.1149,        0,     0,     0, 1018,   900,   726,   781,   560,   494,  1064,  1064
  127.2173,        0,     0,     0, 1112,   982,  1077,  1093,  1058,   604,  1028,  1028
  127.3187,        0,     0,     0, 1148,  1213,  1136,  1152,  1107,   636,  1061,  1061
  127.4200,        0,     0,     0, 1005,  1072,  1077,  1123,  1155,   621,   792,   792
  127.5214,        0,     0,     0, 1048,  1344,  1161,  1125,  1157,   636,   884,   884
  127.6238,        0,     0,     0,  909,   905,   972,  1053,  1108,   639,   759,   759
  127.7251,        0,     0,     0, 1121,  1165,  1318,  1288,  1383,  1029,  1087,  1087
  127.8265,        0,     0,     0, 1368,  1358,  1680,  1617,  1863,  2251,  1665,  1665
  127.9288,        0,     0,     0, 1483,  1635,  1698,  1554,  1637,  2670,  2198,  2198
  128.0314,        0,     0,     0, 1307,  1358,  1220,  1115,  1033,  2260,  1829,  1829
  128.1327,        0,     0,     0, 1097,   923,   833,   795,   627,  1237,  1334,  1334
  128.2340,        0,     0,     0,  920,   916,   712,   767,   644,   512,  1040,  1040
  128.3365,        0,     0,     0, 1157,  1197,  1135,  1170,  1084,   613,  1062,  1062
  128.4388,        0,     0,     0, 1044,  1158,  1148,  1171,  1147,   652,   918,   918
  128.5403,        0,     0,     0, 1119,  1207,  1157,  1187,  1152,   627,  1077,  1077
  128.6416,        0,     0,     0,  948,   812,   992,  1094,  1138,   645,   843,   843
  128.7440,        0,     0,     0, 1023,   916,  1240,  1277,  1374,   995,  1006,  1006
  128.8454,        0,     0,     0, 1211,  1207,  1607,  1559,  1829,  2189,  1519,  1519
  128.9477,        0,     0,     0, 1417,  1351,  1571,  1479,  1613,  2646,  2008,  2008
  129.0492,        0,     0,     0, 1237,  1133,  1272,  1248,  1303,  2543,  1758,  1758
  129.1505,        0,     0,     0, 1234,  1049,  1047,  1006,   948,  2102,  1789,  1789
  129.2529,        0,     0,     0,  997,  1025,   769,   750,   600,   508,   963,   963
  129.3543,        0,     0,     0, 1037,   875,   979,  1010,   966,   587,   888,   888
  129.4555,        0,     0,     0,  965,   803,   998,  1061,  1053,   598,   837,   837
  129.5581,        0,     0,     0, 1152,  1024,  1128,  1180,  1160,   624,   954,   954
  129.6594,        0,     0,     0, 1024,   885,  1065,  1132,  1160,   623,   894,   894
  129.7607,        0,     0,     0,  983,   866,  1038,  1111,  1129,   641,   841,   841
  129.8632,        0,     0,     0, 1084,   956,  1373,  1374,  1510,  1279,  1126,  1126
  129.9644,        0,     0,     0, 1383,  1370,  1734,  1689,  1924,  2382,  1723,  1723
  130.0670,        0,     0,     0, 1262,  1246,  1408,  1356,  1455,  2584,  1869,  1869
  130.1683,        0,     0,     0, 1294,  1440,  1300,  1221,  1257,  2530,  1763,  1763
  130.2696,        0,     0,     0, 1172,   978,   964,   923,   816,  1888,  1646,  1646
  130.3710,        0,     0,     0, 1004,   825,   728,   708,   545,   733,  1101,  1101
  130.4733,        0,     0,     0,  978,   991,   985,   978,   957,   587,   846,   846
  130.5748,        0,     0,     0, 1125,  1211,  1128,  1154,  1101,   626,  1078,  1078
  130.6761,        0,     0,     0,  997,   850,  1025,  1090,  1112,   623,   853,   853
  130.7785,        0,     0,     0,  983,   834,  1023,  1129,  1152,   620,   849,   849
  130.8798,        0,     0,     0,  982,   801,   983,  1097,  1119,   644,   766,   766
  130.9821,        0,     0,     0, 1282,  1272,  1519,  1496,  1642,  1452,  1324,  1324
  131.0835,        0,     0,     0, 1429,  1409,  1765,  1730,  1996,  2720,  1902,  1902
  131.1849,        0,     0,     0, 1447,  1254,  1642,  1608,  1737,  2687,  2053,  2053
  131.2863,        0,     0,     0, 1418,  1425,  1425,  1337,  1394,  2586,  2014,  2014
  131.3888,        0,     0,     0, 1102,   963,   920,   846,   709,  1547,  1443,  1443
  131.4900,        0,     0,     0,  858,   735,   648,   657,   492,   531,   917,   917
  131.5915,        0,     0,     0, 1003,   901,   954,   943,   874,   574,  1003,  1003
  131.6939,        0,     0,     0, 1119,  1206,  1134,  1175,  1122,   638,  1083,  1083
  131.7952,        0,     0,     0, 1015,  1122,  1097,  1149,  1151,   653,   855,   855
  131.8966,        0,     0,     0,  997,   858,  1073,  1136,  1143,   653,   865,   865
  131.9989,        0,     0,     0, 1109,  1126,  1125,  1156,  1133,   660,   918,   918
  132.1004,        0,     0,     0, 1107,  1052,  1282,  1283,  1409,  1050,   922,   922
  132.2028,        0,     0,     0, 1356,  1271,  1686,  1678,  1919,  2759,  1791,  1791
  132.3041,        0,     0,     0, 1460,  1256,  1562,  1538,  1622,  2651,  2053,  2053
  132.4066,        0,     0,     0, 1125,  1051,   999,   976,   957,  2237,  1598,  1598
  132.5078,        0,     0,     0, 1068,   954,   841,   803,   644,  1293,  1437,  1437
  132.6104,        0,     0,     0,  980,  1003,   949,   963,   898,   548,   896,   896
  132.7117,        0,     0,     0, 1090,   979,  1088,  1086,  1062,   604,  1051,  1051
  132.8130,        0,     0,     0, 1005,   852,  1044,  1058,  1076,   611,   900,   900
  132.9144,        0,     0,     0,  978,   830,  1019,  1100,  1122,   634,   852,   852
  133.0167,        0,     0,     0,  956,   790,  1015,  1126,  1142,   651,   739,   739
  133.1182,        0,     0,     0, 1044,  1020,  1080,  1119,  1157,   642,   855,   855
  133.2195,        0,     0,     0, 1168,   938,  1397,  1475,  1615,  1417,  1061,  1061
  133.3219,        0,     0,     0, 1486,  1426,  1731,  1718,  1870,  2734,  1979,  1979
  133.4233,        0,     0,     0, 1424,  1214,  1500,  1471,  1520,  2629,  2010,  2010
  133.5256,        0,     0,     0, 1214,  1082,  1084,  1022,   966,  2124,  1859,  1859
  133.6270,        0,     0,     0, 1048,   935,   796,   734,   574,   918,  1254,  1254
  133.7294,        0,     0,     0, 1006,  1105,  1018,  1003,   964,   590,  1017,  1017
  133.8308,        0,     0,     0, 1042,  1114,  1101,  1089,  1070,   616,  1039,  1039
  133.9322,        0,     0,     0,  984,  1037,  1038,  1078,  1097,   615,   909,   909
  134.0345,        0,     0,     0,  964,   843,  1037,  1125,  1145,   646,   854,   854
  134.1360,        0,     0,     0,  997,   869,  1038,  1124,  1153,   626,   857,   857
  134.2373,        0,     0,     0, 1004,   818,  1068,  1154,  1170,   701,   787,   787
  134.3397,        0,     0,     0, 1321,  1059,  1670,  1698,  1982,  2657,  1654,  1654
  134.4411,        0,     0,     0, 1401,  1286,  1582,  1601,  1755,  2691,  1831,  1831
  134.5423,        0,     0,     0, 1430,  1424,  1454,  1442,  1457,  2575,  2089,  2089
  134.6438,        0,     0,     0, 1301,  1091,  1168,  1126,  1127,  2456,  1866,  1866
  134.7462,        0,     0,     0,  962,   867,   718,   718,   531,   576,  1003,  1003
  134.8475,        0,     0,     0,  899,   912,   811,   820,   786,   528,   834,   834
  134.9499,        0,     0,     0,  941,   985,  1050,  1047,  1074,   607,   890,   890
  135.0511,        0,     0,     0, 1004,   892,  1076,  1080,  1090,   618,   898,   898
  135.1525,        0,     0,     0, 1036,   883,  1057,  1105,  1144,   638,   912,   912
  135.2539,        0,     0,     0, 1142,  1155,  1139,  1157,  1132,   650,   959,   959
  135.3564,        0,     0,     0, 1089,  1022,  1224,  1245,  1317,   877,   888,   888
  135.4567,        0,     0,     0, 1295,  1272,  1420,  1415,  1515,  1213,  1199,  1199
  135.5590,        0,     0,     0, 1561,  1852,  1907,  1883,  2039,  2822,  2116,  2116
  135.6604,        0,     0,     0, 1478,  1301,  1535,  1586,  1633,  2657,  2136,  2136
  135.7617,        0,     0,     0, 1300,  1197,  1296,  1257,  1317,  2549,  1864,  1864
  135.8642,        0,     0,     0,  943,   951,   741,   752,   607,  1127,  1170,  1170
  135.9656,        0,     0,     0,  810,   699,   712,   719,   640,   494,   814,   814
  136.0679,        0,     0,     0,  886,   911,   983,  1014,  1039,   592,   736,   736
  136.1693,        0,     0,     0,  917,   893,   992,  1014,  1076,   610,   762,   762
  136.2718,        0,     0,     0,  955,   826,  1030,  1083,  1132,   640,   835,   835
  136.3731,        0,     0,     0, 1060,   909,  1075,  1108,  1143,   660,   904,   904
  136.4745,        0,     0,     0, 1094,   947,  1107,  1165,  1179,   668,   922,   922
  136.5768,        0,     0,     0, 1472,  1297,  1756,  1765,  2007,  2485,  1872,  1872
  136.6782,        0,     0,     0, 1557,  1538,  1733,  1715,  1837,  2725,  2156,  2156
  136.7796,        0,     0,     0, 1489,  1460,  1490,  1455,  1485,  2618,  2114,  2114
  136.8809,        0,     0,     0, 1256,  1037,  1168,  1172,  1168,  2472,  1785,  1785
  136.9834,        0,     0,     0,  894,   769,   670,   692,   513,   662,   965,   965
  137.0846,        0,     0,     0,  856,   844,   789,   790,   740,   539,   709,   709
  137.1871,        0,     0,     0,  902,   897,   969,   992,  1054,   604,   755,   755
  137.2896,        0,     0,     0,  903,   793,   983,  1043,  1065,   596,   840,   840
  137.3909,        0,     0,     0,  953,   930,  1013,  1088,  1119,   634,   768,   768
  137.4923,        0,     0,     0,  946,   773,   986,  1072,  1106,   622,   767,   767
  137.5946,        0,     0,     0, 1324,  1289,  1538,  1522,  1701,  1583,  1356,  1356
  137.6960,        0,     0,     0, 1461,  1241,  1771,  1794,  2033,  2793,  1940,  1940
  137.7985,        0,     0,     0, 1491,  1412,  1482,  1475,  1498,  2610,  1991,  1991
  137.8998,        0,     0,     0, 1382,  1192,  1254,  1236,  1202,  2503,  2035,  2035
  138.0012,        0,     0,     0, 1188,  1022,   904,   877,   725,  1541,  1558,  1558
  138.1035,        0,     0,     0,  879,   931,   802,   816,   762,   544,   813,   813
  138.2049,        0,     0,     0,  899,   765,   991,   997,  1011,   603,   839,   839
  138.3063,        0,     0,     0,  900,   776,   985,  1003,  1070,   610,   834,   834
  138.4076,        0,     0,     0,  884,   718,   970,  1028,  1067,   594,   754,   754
  138.5101,        0,     0,     0,  872,   724,   990,  1046,  1092,   617,   745,   745
  138.6113,        0,     0,     0, 1063,   950,  1102,  1136,  1136,   649,   958,   958
  138.7138,        0,     0,     0, 1378,  1338,  1663,  1650,  1839,  2008,  1555,  1555
  138.8163,        0,     0,     0, 1426,  1274,  1566,  1557,  1658,  2670,  1857,  1857
  138.9176,        0,     0,     0, 1498,  1245,  1430,  1445,  1444,  2579,  2007,  2007
  139.0189,        0,     0,     0, 1324,  1134,  1151,  1173,  1094,  2342,  1949,  1949
  139.1212,        0,     0,     0,  926,   919,   657,   690,   521,   505,   884,   884
  139.2226,        0,     0,     0,  926,   947,   886,   907,   852,   566,   825,   825
  139.3240,        0,     0,     0,  904,   788,   975,  1024,  1012,   601,   854,   854
  139.4254,        0,     0,     0,  917,  1001,  1036,  1033,  1066,   598,   771,   771
  139.5268,        0,     0,     0,  909,   728,   974,  1036,  1077,   608,   743,   743
  139.6291,        0,     0,     0, 1040,   939,  1108,  1103,  1119,   641,   958,   958
  139.7305,        0,     0,     0, 1075,  1109,  1114,  1146,  1151,   660,   976,   976
  139.8319,        0,     0,     0, 1272,  1288,  1509,  1487,  1621,  1455,  1322,  1322
  139.9342,        0,     0,     0, 1554,  1840,  1864,  1776,  1897,  2763,  2148,  2148
  140.0356,        0,     0,     0, 1369,  1124,  1449,  1444,  1523,  2628,  1926,  1926
  140.1379,        0,     0,     0, 1174,   950,  1026,  1017,   945,  2120,  1618,  1618
  140.2393,        0,     0,     0, 1008,   919,   710,   755,   582,   975,  1023,  1023
  140.3407,        0,     0,     0,  908,   844,   734,   798,   705,   521,   699,   699
  140.4420,        0,     0,     0, 1024,   870,  1024,  1020,  1014,   614,   925,   925
  140.5435,        0,     0,     0,  892,   756,   991,  1030,  1048,   589,   746,   746
  140.6458,        0,     0,     0, 1056,  1082,  1114,  1109,  1129,   639,   975,   975
  140.7472,        0,     0,     0, 1021,  1095,  1090,  1092,  1112,   628,   948,   948
  140.8486,        0,     0,     0, 1076,  1175,  1082,  1087,  1125,   648,   947,   947
  140.9509,        0,     0,     0, 1177,   994,  1487,  1491,  1700,  1668,  1293,  1293
  141.0524,        0,     0,     0, 1486,  1517,  1809,  1750,  1985,  2772,  2100,  2100
  141.1547,        0,     0,     0, 1304,  1075,  1392,  1391,  1460,  2590,  1855,  1855
  141.2561,        0,     0,     0, 1251,  1024,  1141,  1157,  1132,  2494,  1781,  1781
  141.3575,        0,     0,     0, 1062,   856,   810,   846,   696,  1401,  1305,  1305
  141.4598,        0,     0,     0,  924,   875,   823,   886,   812,   536,   728,   728
  141.5613,        0,     0,     0,  934,   899,   972,  1008,  1014,   611,   753,   753
  141.6636,        0,     0,     0, 1024,  1051,  1063,  1117,  1138,   641,   909,   909
  141.7650,        0,     0,     0, 1034,   930,  1105,  1113,  1118,   636,   964,   964
  141.8664,        0,     0,     0, 1030,  1058,  1072,  1069,  1118,   640,   925,   925
  141.9676,        0,     0,     0,  902,   801,  1002,  1029,  1080,   615,   851,   851
  142.0702,        0,     0,     0, 1357,  1357,  1666,  1605,  1868,  2173,  1652,  1652
  142.1714,        0,     0,     0, 1338,  1288,  1649,  1633,  1873,  2737,  1835,  1835
  142.2739,        0,     0,     0, 1314,  1064,  1326,  1362,  1384,  2563,  1864,  1864
  142.3753,        0,     0,     0, 1186,   934,   993,  1019,   980,  2218,  1696,  1696
  142.4776,        0,     0,     0,  940,   867,   677,   717,   544,   489,   775,   775
  142.5791,        0,     0,     0,  982,   986,   931,   960,   928,   564,   833,   833
  142.6814,        0,     0,     0,  958,   943,  1011,  1086,  1091,   610,   766,   766
  142.7828,        0,     0,     0,  938,   767,   996,  1078,  1122,   622,   775,   775
